id,code,uic,name_short,name_medium,name_long,slug,country,type
237,HIL,8400329,Hillegom,Hillegom,Hillegom,hillegom,NL,stoptreinstation
271,HVS,8400322,Hilversum,Hilversum,Hilversum,hilversum,NL,knooppuntIntercitystation
722,HVSM,8400324,Media Park,Media Park,Hilversum Media Park,hilversum-media-park,NL,stoptreinstation
273,HVSP,8400570,Sportpark,Sportpark,Hilversum Sportpark,hilversum-sportpark,NL,stoptreinstation
255,HNP,8400323,Hindeloopn,Hindeloopen,Hindeloopen,hindeloopen,NL,stoptreinstation
706,FOE,8824158,Hoboken-P,Hoboken-Polder,Hoboken-Polder,hoboken-polder,B,stoptreinstation
224,HB,8400326,Hoensbroek,Hoensbroek,Hoensbroek,hoensbroek,NL,stoptreinstation
687,HVL,8400490,Hoevelaken,Hoevelaken,Hoevelaken,hoevelaken,NL,stoptreinstation
259,HOR,8400327,Hol Rading,Holl. Rading,Hollandsche Rading,hollandsche-rading,NL,stoptreinstation
258,HON,8400328,Holten,Holten,Holten,holten,NL,stoptreinstation
602,EHZW,8010384,H'wickede,Holzwickede,Holzwickede,holzwickede,D,stoptreinstation
232,HFD,8400332,Hoofddorp,Hoofddorp,Hoofddorp,hoofddorp,NL,stoptreinstation
235,HGV,8400330,Hoogeveen,Hoogeveen,Hoogeveen,hoogeveen,NL,stoptreinstation
236,HGZ,8400331,Hoogezand,Hoogezand-Sap.,Hoogezand-Sappemeer,hoogezand-sappemeer,NL,knooppuntStoptreinstation
239,HKS,8400334,Hoogkrspl,Hoogkarspel,Hoogkarspel,hoogkarspel,NL,stoptreinstation
252,HN,8400337,Hoorn,Hoorn,Hoorn,hoorn,NL,knooppuntIntercitystation
253,HNK,8400336,Hoorn Kers,Kersenboogerd,Hoorn Kersenboogerd,hoorn-kersenboogerd,NL,stoptreinstation
603,HOPF,8101168,Hopfgarten,Hopfgarten,Hopfgarten,hopfgarten,A,stoptreinstation
265,HRT,8400339,Horst-Sev,Horst-Sevenum,Horst-Sevenum,horst-sevenum,NL,stoptreinstation
267,HTN,8400340,Houten,Houten,Houten,houten,NL,knooppuntStoptreinstation
268,HTNC,8400335,Castellum,Castellum,Houten Castellum,houten-castellum,NL,stoptreinstation
426,SGL,8400341,Houthem-St,Houthem-St Gerl.,Houthem-St. Gerlach,houthem-st-gerlach,NL,stoptreinstation
228,HDG,8400292,Hurdegaryp,Hurdegaryp,Hurdegaryp,hurdegaryp,NL,stoptreinstation
277,IJT,8400722,IJlst,IJlst,IJlst,ijlst,NL,stoptreinstation
604,INNSB,8101187,Innsbruck,Innsbruck Hbf,Innsbruck Hbf,innsbruck-hbf,A,knooppuntIntercitystation
605,JENBAC,8101176,Jenbach,Jenbach,Jenbach,jenbach,A,stoptreinstation
289,KN,8015130,Kaldenkir,Kaldenkirchen,Kaldenkirchen,kaldenkirchen,D,stoptreinstation
606,FKTH,8821444,Kalmthout,Kalmthout,Kalmthout,kalmthout,B,stoptreinstation
294,KPN,8400353,Kampen,Kampen,Kampen,kampen,NL,stoptreinstation
688,KPNZ,8400360,Kampen Z,Kampen Zuid,Kampen Zuid,kampen-zuid,NL,stoptreinstation
112,BZL,8400354,Kapelle-Bi,Kapelle-Biezel.,Kapelle-Biezelinge,kapelle-biezelinge,NL,stoptreinstation
608,LKP,8821535,Kapellen,Kapellen,Kapellen,kapellen,B,stoptreinstation
609,KARLSR,8014228,Karlsruhe,Karlsruhe Hbf,Karlsruhe Hbf,karlsruhe-hbf,D,intercitystation
295,KRD,8400355,Kerkrade C,Kerkrade C.,Kerkrade Centrum,kerkrade-centrum,NL,knooppuntStoptreinstation
299,KTR,8400359,Kesteren,Kesteren,Kesteren,kesteren,NL,stoptreinstation
611,GKT,8821451,Kijkuit,Kijkuit,Kijkuit,kijkuit,B,stoptreinstation
282,KBK,8400361,Klarenbk,Klarenbeek,Klarenbeek,klarenbeek,NL,stoptreinstation
287,KMR,8400362,Klimmen-R,Klimmen-Ransdaal,Klimmen-Ransdaal,klimmen-ransdaal,NL,stoptreinstation
614,KKO,8019023,Koblenz,Koblenz Hbf,Koblenz Hbf,koblenz-hbf,D,intercitystation
292,KOLN,8015458,Köln Hbf,Köln Hbf,Köln Hbf,koln-hbf,D,megastation
692,KKD,8015561,Köln Messe,Köln Messe/Deutz,Köln Messe/Deutz,koln-messedeutz,D,megastation
830,KKW,8015468,Köln West,Köln West,Köln West,koln-west,D,intercitystation
829,KKERP,8015321,Köln-Ehre,Köln-Ehrenfeld,Köln-Ehrenfeld,koln-ehrenfeld,D,stoptreinstation
831,KKM,8015541,Köln-Mülh.,Köln-Mülheim,Köln-Mülheim,koln-mulheim,D,intercitystation
802,KZ,8400363,Koog Zaan,Koog a.d. Zaan,Koog aan de Zaan,koog-aan-de-zaan,NL,stoptreinstation
288,KMW,8400366,Koudum-M,Koudum-Molkwerum,Koudum-Molkwerum,koudum-molkwerum,NL,stoptreinstation
850,ODENS,8600858,Köbenhavns,Köbenhavns Lufth,Köbenhavns Lufthavn St,kobenhavns-lufthavn-st,DK,intercitystation
281,KBD,8400367,Krabbendke,Krabbendijke,Krabbendijke,krabbendijke,NL,stoptreinstation
286,KMA,8400368,Krommenie,Krommenie-Ass.,Krommenie-Assendelft,krommenie-assendelft,NL,stoptreinstation
300,KW,8400369,Kropswolde,Kropswolde,Kropswolde,kropswolde,NL,stoptreinstation
297,KRG,8400370,Kruiningen,Kruiningen-Y.,Kruiningen-Yerseke,kruiningen-yerseke,NL,stoptreinstation
616,KUFST,8102184,Kufstein,Kufstein,Kufstein,kufstein,A,intercitystation
533,ZLW,8400382,Lage Zwalu,Lage Zwaluwe,Lage Zwaluwe,lage-zwaluwe,NL,knooppuntStoptreinstation
312,LG,8400548,Landgraaf,Landgraaf,Landgraaf,landgraaf,NL,knooppuntStoptreinstation
303,LANDRY,8774177,Landry,Landry,Landry,landry,F,intercitystation
820,LLZM,8400135,Lansingerl,Lansingerland,Lansingerland-Zoetermeer,lansingerland-zoetermeer,NL,stoptreinstation
309,LEER,8021091,Leer,Leer (Ostfr.),Leer (Ostfriesl),leer-ostfriesl,D,stoptreinstation
307,LDM,8400386,Leerdam,Leerdam,Leerdam,leerdam,NL,stoptreinstation
321,LW,8400387,Leeuwarden,Leeuwarden,Leeuwarden,leeuwarden,NL,knooppuntIntercitystation
322,LWC,8400389,Camminghab,Camminghaburen,Leeuwarden Camminghaburen,leeuwarden-camminghaburen,NL,stoptreinstation
620,ELGD,8021122,Legden,Legden,Legden,legden,D,stoptreinstation
308,LEDN,8400390,Leiden C,Leiden C.,Leiden Centraal,leiden-centraal,NL,knooppuntIntercitystation
306,LDL,8400384,Leiden Lam,Lammenschans,Leiden Lammenschans,leiden-lammenschans,NL,stoptreinstation
313,LLS,8400394,Lelystad C,Lelystad C.,Lelystad Centrum,lelystad-centrum,NL,knooppuntIntercitystation
621,ELET,8021117,Lette,Lette (Kr Coes),Lette (Kr Coesfeld),lette-kr-coesfeld,D,stoptreinstation
622,LEUVEN,8833001,Leuven,Leuven,Leuven,leuven,B,intercitystation
316,LTV,8400395,Lichtenv-G,Lichtenvoorde-G.,Lichtenvoorde-Groenlo,lichtenvoorde-groenlo,NL,stoptreinstation
827,FLJ,8841558,LiëgeCarré,Liëge-Carré,Liëge-Carré,liege-carre,B,stoptreinstation
318,LUIK,8841004,Liëge-G.,Liëge-Guillemins,Liëge-Guillemins,liege-guillemins,B,knooppuntIntercitystation
826,FLGP,8841525,Liëge-St-L,Liëge-St-Lambert,Liëge-Saint-Lambert,liege-saint-lambert,B,stoptreinstation
756,LSL,8841673,Liers,Liers,Liers,liers,B,stoptreinstation
767,LILLEE,8722326,Lille E.,Lille Europe,Lille Europe,lille-europe,F,intercitystation
623,FLB,8032572,Limburg S,Limburg Süd,Limburg Süd,limburg-sud,D,stoptreinstation
841,LINZ,8101073,Linz Hbf,Linz Hbf,Linz Hbf,linz-hbf,A,intercitystation
304,LC,8400399,Lochem,Lochem,Lochem,lochem,NL,stoptreinstation
787,FLK,8894201,Lokeren,Lokeren,Lokeren,lokeren,B,stoptreinstation
806,STP,7015400,London StP,London St. P Int,London St. Pancras Int.,london-st-pancras-int,GB,megastation
314,LP,8400403,Loppersum,Loppersum,Loppersum,loppersum,NL,stoptreinstation
626,ELDH,8021113,Lüdinghausen,Lüdinghausen,Lüdinghausen,ludinghausen,D,stoptreinstation
627,ELUE,8010098,Lünen Hbf,Lünen Hbf,Lünen Hbf,lunen-hbf,D,stoptreinstation
315,LTN,8400405,Lunteren,Lunteren,Lunteren,lunteren,NL,stoptreinstation
348,MZ,8400432,Maarheeze,Maarheeze,Maarheeze,maarheeze,NL,stoptreinstation
339,MRN,8400417,Maarn,Maarn,Maarn,maarn,NL,knooppuntStoptreinstation
327,MAS,8400419,Maarssen,Maarssen,Maarssen,maarssen,NL,stoptreinstation
342,MT,8400424,Maastricht,Maastricht,Maastricht,maastricht,NL,knooppuntIntercitystation
723,MTN,8400449,Maastr. N,Maastricht Noord,Maastricht Noord,maastricht-noord,NL,stoptreinstation
344,MTR,8400426,Randwyck,Randwyck,Maastricht Randwyck,maastricht-randwyck,NL,knooppuntStoptreinstation
788,FMZ,8019051,Mainz Hbf,Mainz Hbf,Mainz Hbf,mainz-hbf,D,intercitystation
847,RINGS,7402611,Malmö C,Malmö Central,Malmö Central,malmo-central,S,intercitystation
628,MANNHE,8014008,Mannheim,Mannheim Hbf,Mannheim Hbf,mannheim-hbf,D,intercitystation
333,MG,8400427,Mantgum,Mantgum,Mantgum,mantgum,NL,stoptreinstation
338,MRB,8400428,Mariënberg,Mariënberg,Mariënberg,marienberg,NL,knooppuntSneltreinstation
325,MARNE,8738264,Marne-la-V,Marne-la-Vallée,Marne-la-Vallée-Chessy,marne-la-vallee-chessy,F,stoptreinstation
326,MARS,8775100,Marseille,Marseille-St-C,Marseille-St-Charles,marseille-st-charles,F,intercitystation
343,MTH,8400430,Martenshk,Martenshoek,Martenshoek,martenshoek,NL,stoptreinstation
330,MECH,8822004,Mechelen,Mechelen,Mechelen,mechelen,B,knooppuntIntercitystation
331,MES,8400434,Meerssen,Meerssen,Meerssen,meerssen,NL,sneltreinstation
789,LM,8894755,Melsele,Melsele,Melsele,melsele,B,stoptreinstation
337,MP,8400435,Meppel,Meppel,Meppel,meppel,NL,knooppuntStoptreinstation
629,EMTE,8021151,Metelen L.,Metelen Land,Metelen Land,metelen-land,D,stoptreinstation
329,MDB,8400436,Middelburg,Middelburg,Middelburg,middelburg,NL,stoptreinstation
691,DOMOD,8301645,Milano G,Milano Garibaldi,Milano Porta Garibaldi,milano-porta-garibaldi,I,intercitystation
774,BLTM,8841665,Milmort,Milmort,Milmort,milmort,B,stoptreinstation
334,MINDEN,8013578,Minden,Minden (Westf),Minden (Westf),minden-westf,D,stoptreinstation
328,MCGB,8015165,Mönchengl,Mönchengladbach,Mönchengladbach Hbf,monchengladbach-hbf,D,knooppuntIntercitystation
335,MMLH,8400446,Mook-Molen,Molenhoek,Mook-Molenhoek,mook-molenhoek,NL,stoptreinstation
336,MOUT,8774172,Moutiers-S,Moutiers-Salins,Moutiers-Salins-Brides,moutiers-salins-brides,F,stoptreinstation
345,MUNCHH,8020347,München,München Hbf,München Hbf,munchen-hbf,D,megastation
844,STRAUB,8020234,München O,München Ost,München Ost,munchen-ost,D,intercitystation
631,ENHF,8023783,Münster ZN,Münster Zentr N.,Münster (W) Zentrum Nord,munster-w-zentrum-nord,D,stoptreinstation
346,MUNST,8021011,Münster,Münster (Westf),Münster (Westf) Hbf,munster-westf-hbf,D,knooppuntIntercitystation
632,ENBE,8021147,Münster-H,Münster-Häger,Münster-Häger,munster-hager,D,stoptreinstation
350,NDB,8400452,Naarden-Bu,Naarden-Bussum,Naarden-Bussum,naarden-bussum,NL,knooppuntStoptreinstation
351,NEUSS,8015149,Neuss,Neuss Hbf,Neuss Hbf,neuss-hbf,D,stoptreinstation
713,LNI,8824240,Niel,Niel,Niel,niel,B,stoptreinstation
349,NA,8400454,Nw A'dam,Nw. Amsterdam,Nieuw Amsterdam,nieuw-amsterdam,NL,sneltreinstation
364,NVP,8400460,Nw Vennep,Nieuw Vennep,Nieuw Vennep,nieuw-vennep,NL,stoptreinstation
365,NWK,8400455,Nieuwerkrk,Nieuwerkerk,Nieuwerkerk a/d IJssel,nieuwerkerk-a-d-ijssel,NL,stoptreinstation
790,FNU,8894714,Nieuwkerke,Nieuwkerken-Waas,Nieuwkerken-Waas,nieuwkerken-waas,B,stoptreinstation
354,NKK,8400469,Nijkerk,Nijkerk,Nijkerk,nijkerk,NL,stoptreinstation
355,NM,8400470,Nijmegen,Nijmegen,Nijmegen,nijmegen,NL,knooppuntIntercitystation
356,NMD,8400475,Dukenburg,Dukenburg,Nijmegen Dukenburg,nijmegen-dukenburg,NL,stoptreinstation
762,NMGO,8400477,Goffert,Goffert,Nijmegen Goffert,nijmegen-goffert,NL,stoptreinstation
357,NMH,8400468,Heyendaal,Nm Heyendaal,Nijmegen Heyendaal,nijmegen-heyendaal,NL,stoptreinstation
358,NML,8400451,Lent,Lent,Nijmegen Lent,nijmegen-lent,NL,stoptreinstation
362,NVD,8400472,Nijverdal,Nijverdal,Nijverdal,nijverdal,NL,stoptreinstation
771,NDKP,8821105,N' kempen,Noorderkempen,Noorderkempen,noorderkempen,B,knooppuntIntercitystation
633,ENOW,8021149,Nordwalde,Nordwalde,Nordwalde,nordwalde,D,stoptreinstation
360,NS,8400466,Nunspeet,Nunspeet,Nunspeet,nunspeet,NL,stoptreinstation
693,NURNB,8022193,Nürnberg,Nürnberg Hbf,Nürnberg Hbf,nurnberg-hbf,D,intercitystation
352,NH,8400467,Nuth,Nuth,Nuth,nuth,NL,stoptreinstation
368,OBD,8400480,Obdam,Obdam,Obdam,obdam,NL,stoptreinstation
369,OBERH,8010263,Oberhausen,Oberhausen Hbf,Oberhausen Hbf,oberhausen-hbf,D,knooppuntStoptreinstation
808,OBERHS,8010266,Ob-Sterkr,Oberh-Sterkrade,Oberhausen-Sterkrade,oberhausen-sterkrade,D,stoptreinstation
634,EOP,8021152,Ochtrup,Ochtrup,Ochtrup,ochtrup,D,stoptreinstation
635,RO,8014309,Offenburg,Offenburg,Offenburg,offenburg,D,sneltreinstation
380,OT,8400482,Oisterwijk,Oisterwijk,Oisterwijk,oisterwijk,NL,stoptreinstation
372,ODZ,8400483,Oldenzaal,Oldenzaal,Oldenzaal,oldenzaal,NL,stoptreinstation
379,OST,8400486,Olst,Olst,Olst,olst,NL,intercitystation
376,OMN,8400487,Ommen,Ommen,Ommen,ommen,NL,knooppuntSneltreinstation
381,OTB,8400489,Oosterbeek,Oosterbeek,Oosterbeek,oosterbeek,NL,stoptreinstation
377,OP,8400494,Opheusden,Opheusden,Opheusden,opheusden,NL,stoptreinstation
378,OSNH,8021025,Osnabrück,Osnabrück Hbf,Osnabrück Hbf,osnabruck-hbf,D,megastation
367,O,8400495,Oss,Oss,Oss,oss,NL,knooppuntIntercitystation
383,OW,8400496,Oss W,Oss West,Oss West,oss-west,NL,stoptreinstation
371,ODB,8400498,Oudenbosch,Oudenbosch,Oudenbosch,oudenbosch,NL,stoptreinstation
382,OVN,8400501,Overveen,Overveen,Overveen,overveen,NL,stoptreinstation
385,PARIS,8727100,Paris-Nord,Paris-Nord,Paris-Nord,paris-nord,F,megastation
836,PASS,8026506,Passau,Passau Hbf,Passau Hbf,passau-hbf,D,intercitystation
638,TP,8029060,Plochingen,Plochingen,Plochingen,plochingen,D,sneltreinstation
843,EPRA,8010286,Praest,Praest,Praest,praest,D,stoptreinstation
640,EPRN,8010100,Preussen,Preussen,Preussen,preussen,D,stoptreinstation
388,PMR,8400508,Purmerend,Purmerend,Purmerend,purmerend,NL,knooppuntStoptreinstation
387,PMO,8400506,Overwhere,Overwhere,Purmerend Overwhere,purmerend-overwhere,NL,stoptreinstation
389,PMW,8400499,Weidevenne,Weidevenne,Purmerend Weidevenne,purmerend-weidevenne,NL,stoptreinstation
391,PT,8400509,Putten,Putten,Putten,putten,NL,stoptreinstation
714,FRP,8822715,Puurs,Puurs,Puurs,puurs,B,stoptreinstation
394,RAT,8400513,Raalte,Raalte,Raalte,raalte,NL,stoptreinstation
416,RVS,8400515,Ravenstein,Ravenstein,Ravenstein,ravenstein,NL,stoptreinstation
835,REGENB,8026294,Regensburg,Regensburg Hbf,Regensburg Hbf,regensburg-hbf,D,intercitystation
415,RV,8400518,Reuver,Reuver,Reuver,reuver,NL,stoptreinstation
397,RH,8400519,Rheden,Rheden,Rheden,rheden,NL,stoptreinstation
398,RHEINE,8021067,Rheine,Rheine,Rheine,rheine,D,knooppuntIntercitystation
399,RHN,8400517,Rhenen,Rhenen,Rhenen,rhenen,NL,knooppuntStoptreinstation
406,RSN,8400538,Rijssen,Rijssen,Rijssen,rijssen,NL,stoptreinstation
407,RSW,8400505,Rijswijk,Rijswijk,Rijswijk,rijswijk,NL,stoptreinstation
395,RB,8400521,Rilland-Ba,Rilland-Bath,Rilland-Bath,rilland-bath,NL,stoptreinstation
402,RM,8400523,Roermond,Roermond,Roermond,roermond,NL,knooppuntIntercitystation
396,RD,8400525,Roodeschl,Roodeschool,Roodeschool,roodeschool,NL,stoptreinstation
405,RSD,8400526,Roosendaal,Roosendaal,Roosendaal,roosendaal,NL,knooppuntIntercitystation
641,EHW,8021121,Rosend-H,Rosendahl-Holtw.,Rosendahl-Holtwick,rosendahl-holtwick,D,stoptreinstation
834,ROSENH,8020174,Rosenheim,Rosenheim,Rosenheim,rosenheim,D,intercitystation
404,RS,8400524,Rosmalen,Rosmalen,Rosmalen,rosmalen,NL,stoptreinstation
409,RTA,8400507,Alexander,Alexander,Rotterdam Alexander,rotterdam-alexander,NL,intercitystation
410,RTB,8400529,Blaak,Blaak,Rotterdam Blaak,rotterdam-blaak,NL,stoptreinstation
411,RTD,8400530,Rotterdm C,Rotterdam C.,Rotterdam Centraal,rotterdam-centraal,NL,megastation
401,RLB,8400542,Lombardije,Lombardijen,Rotterdam Lombardijen,rotterdam-lombardijen,NL,stoptreinstation
412,RTN,8400531,Rotterdm N,Rotterdam Noord,Rotterdam Noord,rotterdam-noord,NL,stoptreinstation
413,RTST,8400534,R'dam Sta,R'dam Stadion,Rotterdam Stadion,rotterdam-stadion,NL,facultatiefStation
414,RTZ,8400533,Rotterdm Z,Rotterdam Zuid,Rotterdam Zuid,rotterdam-zuid,NL,stoptreinstation
715,FSV,8822848,Ruisbr-S,Ruisbroek-Sauv.,Ruisbroek-Sauvegarde,ruisbroek-sauvegarde,B,stoptreinstation
400,RL,8400537,Ruurlo,Ruurlo,Ruurlo,ruurlo,NL,stoptreinstation
848,SCHARD,8101114,Salzburg,Salzburg Hbf,Salzburg Hbf,salzburg-hbf,A,intercitystation
435,SPTN,8400543,Santprt N,Santpoort Noord,Santpoort Noord,santpoort-noord,NL,stoptreinstation
436,SPTZ,8400544,Santprt Z,Santpoort Zuid,Santpoort Zuid,santpoort-zuid,NL,stoptreinstation
544,SSH,8400603,Sassenheim,Sassenheim,Sassenheim,sassenheim,NL,stoptreinstation
449,SWD,8400547,Sauwerd,Sauwerd,Sauwerd,sauwerd,NL,stoptreinstation
427,SGN,8400549,Schagen,Schagen,Schagen,schagen,NL,stoptreinstation
421,SDA,8400551,Scheemda,Scheemda,Scheemda,scheemda,NL,stoptreinstation
716,SCHLL,8824232,Schelle,Schelle,Schelle,schelle,B,stoptreinstation
422,SDM,8400553,Schiedam C,Schiedam C.,Schiedam Centrum,schiedam-centrum,NL,stoptreinstation
433,SOG,8400555,Schin op G,Schin op Geul,Schin op Geul,schin-op-geul,NL,stoptreinstation
432,SN,8400554,Schinnen,Schinnen,Schinnen,schinnen,NL,stoptreinstation
428,SHL,8400561,Schiphol,Schiphol Airport,Schiphol Airport,schiphol-airport,NL,megastation
646,KSWE,8008136,Schwelm,Schwelm,Schwelm,schwelm,D,stoptreinstation
647,ESRT,8008016,Schwerte,Schwerte (R),Schwerte (Ruhr),schwerte-ruhr,D,stoptreinstation
648,ESEM,8021112,Selm,Selm,Selm,selm,D,stoptreinstation
649,ESEB,8021120,Selm-B,Selm-Beifang,Selm-Beifang,selm-beifang,D,stoptreinstation
298,KSB,8015588,Siegburg,Siegburg/Bonn,Siegburg/Bonn,siegburg-bonn,D,stoptreinstation
791,LSW,8894425,Sinaai,Sinaai,Sinaai,sinaai,B,stoptreinstation
651,MARIA,8821543,St-Mariab,Sint-Mariaburg,Sint-Mariaburg,sint-mariaburg,B,stoptreinstation
792,FSN,8894508,Sint-Nikla,Sint-Niklaas,Sint-Niklaas,sint-niklaas,B,stoptreinstation
440,STD,8400564,Sittard,Sittard,Sittard,sittard,NL,knooppuntIntercitystation
423,SDT,8400565,Sliedrecht,Sliedrecht,Sliedrecht,sliedrecht,NL,stoptreinstation
548,SDTB,8400497,Baanhoek,Baanhoek,Sliedrecht Baanhoek,sliedrecht-baanhoek,NL,stoptreinstation
429,SK,8400566,Sneek,Sneek,Sneek,sneek,NL,knooppuntStoptreinstation
430,SKND,8400574,Sneek N,Sneek Noord,Sneek Noord,sneek-noord,NL,stoptreinstation
438,ST,8400567,Soest,Soest,Soest,soest,NL,knooppuntStoptreinstation
448,STZ,8400571,Soest Z,Soest Zuid,Soest Zuid,soest-zuid,NL,stoptreinstation
420,SD,8400569,Soestdijk,Soestdijk,Soestdijk,soestdijk,NL,stoptreinstation
417,SBK,8400572,Spaubeek,Spaubeek,Spaubeek,spaubeek,NL,stoptreinstation
839,POLTEN,8101032,St.Pölten,St.Pölten Hbf,St.Pölten Hbf,stpolten-hbf,A,intercitystation
447,STV,8400575,Stavoren,Stavoren,Stavoren,stavoren,NL,stoptreinstation
442,STM,8400576,Stedum,Stedum,Stedum,stedum,NL,stoptreinstation
450,SWK,8400578,Steenwijk,Steenwijk,Steenwijk,steenwijk,NL,intercitystation
655,EBGO,8021150,Steinf-Bor,Steinfurt-Borgh,Steinfurt-Borghorst,steinfurt-borghorst,D,stoptreinstation
656,EBFT,8021143,Steinf-Bur,Steinfurt-Burgst,Steinfurt-Burgsteinfurt,steinfurt-burgsteinfurt,D,stoptreinstation
654,EGRK,8071069,Steinf-Gr,Steinfurt-Grotte,Steinfurt-Grottenkamp,steinfurt-grottenkamp,D,stoptreinstation
657,LS,8024062,Stendal,Stendal,Stendal,stendal,D,intercitystation
662,TS,8029034,Stuttgart,Stuttgart Hbf,Stuttgart Hbf,stuttgart-hbf,D,knooppuntIntercitystation
437,SRN,8400582,Susteren,Susteren,Susteren,susteren,NL,stoptreinstation
431,SM,8400583,Swalmen,Swalmen,Swalmen,swalmen,NL,stoptreinstation
457,TG,8400591,Tegelen,Tegelen,Tegelen,tegelen,NL,stoptreinstation
454,TBG,8400592,Terborg,Terborg,Terborg,terborg,NL,stoptreinstation
458,TL,8400596,Tiel,Tiel,Tiel,tiel,NL,knooppuntStoptreinstation
459,TPSW,8400600,Passewaaij,Passewaaij,Tiel Passewaaij,tiel-passewaaij,NL,stoptreinstation
453,TB,8400597,Tilburg,Tilburg,Tilburg,tilburg,NL,knooppuntIntercitystation
455,TBR,8400598,Reeshof,Reeshof,Tilburg Reeshof,tilburg-reeshof,NL,stoptreinstation
456,TBU,8400594,Tilburg Un,Tilburg Uni.,Tilburg Universiteit,tilburg-universiteit,NL,stoptreinstation
763,FTG,8831310,Tongeren,Tongeren,Tongeren,tongeren,B,stoptreinstation
832,KT,8015572,Troisdorf,Troisdorf,Troisdorf,troisdorf,D,intercitystation
460,TWL,8400599,Twello,Twello,Twello,twello,NL,stoptreinstation
468,UTG,8400615,Uitgeest,Uitgeest,Uitgeest,uitgeest,NL,knooppuntStoptreinstation
462,UHZ,8400617,Uithuizen,Uithuizen,Uithuizen,uithuizen,NL,stoptreinstation
461,UHM,8400618,Uithuizerm,Uithuizermeeden,Uithuizermeeden,uithuizermeeden,NL,stoptreinstation
665,TU,8029103,Ulm,Ulm Hbf,Ulm Hbf,ulm-hbf,D,sneltreinstation
666,EUN,8010382,Unna,Unna,Unna,unna,D,stoptreinstation
465,UST,8400619,Usquert,Usquert,Usquert,usquert,NL,stoptreinstation
467,UT,8400621,Utrecht C,Utrecht C.,Utrecht Centraal,utrecht-centraal,NL,megastation
718,UTLR,8400607,LeidscheRn,Leidsche Rijn,Utrecht Leidsche Rijn,utrecht-leidsche-rijn,NL,stoptreinstation
796,UTLN,8400623,Lunetten,Lunetten,Utrecht Lunetten,utrecht-lunetten,NL,stoptreinstation
470,UTM,8400624,Maliebaan,Maliebaan,Utrecht Maliebaan,utrecht-maliebaan,NL,stoptreinstation
471,UTO,8400620,Overvecht,Overvecht,Utrecht Overvecht,utrecht-overvecht,NL,knooppuntStoptreinstation
472,UTT,8400614,Terwijde,Terwijde,Utrecht Terwijde,utrecht-terwijde,NL,stoptreinstation
797,UTVR,8400606,VaartscheR,Vaartsche Rijn,Utrecht Vaartsche Rijn,utrecht-vaartsche-rijn,NL,knooppuntStoptreinstation
473,UTZL,8400613,Zuilen,Zuilen,Utrecht Zuilen,utrecht-zuilen,NL,stoptreinstation
474,VALTGV,8776302,ValenceTGV,Valence TGV,Valence TGV,valence-tgv,F,stoptreinstation
486,VK,8400632,Valkenburg,Valkenburg,Valkenburg,valkenburg,NL,knooppuntSneltreinstation
496,VSV,8400635,Varsseveld,Varsseveld,Varsseveld,varsseveld,NL,stoptreinstation
543,VDM,8400636,Veendam,Veendam,Veendam,veendam,NL,knooppuntStoptreinstation
489,VNDC,8400627,Veenendl C,Veenendaal C.,Veenendaal Centrum,veenendaal-centrum,NL,knooppuntStoptreinstation
490,VNDW,8400628,Veenendl W,Veenendaal West,Veenendaal West,veenendaal-west,NL,stoptreinstation
285,KLP,8400637,De Klomp,De Klomp,Veenendaal-De Klomp,veenendaal-de-klomp,NL,stoptreinstation
491,VP,8400640,Velp,Velp,Velp,velp,NL,stoptreinstation
849,MEREL,8302593,Venezia,Venezia Santa Lu,Venezia Santa Lucia,venezia-santa-lucia,I,intercitystation
487,VL,8400644,Venlo,Venlo,Venlo,venlo,NL,knooppuntIntercitystation
492,VRY,8400646,Venray,Venray,Venray,venray,NL,knooppuntStoptreinstation
488,VLB,8400647,Vierlingsb,Vierlingsbeek,Vierlingsbeek,vierlingsbeek,NL,stoptreinstation
485,VIERS,8015122,Viersen,Viersen,Viersen,viersen,D,stoptreinstation
191,FVS,8846201,Visé,Visé,Visé,vise,B,knooppuntStoptreinstation
497,VTN,8400651,Vleuten,Vleuten,Vleuten,vleuten,NL,stoptreinstation
493,VS,8400652,Vlissingen,Vlissingen,Vlissingen,vlissingen,NL,knooppuntIntercitystation
494,VSS,8400653,Souburg,Souburg,Vlissingen Souburg,vlissingen-souburg,NL,stoptreinstation
478,VDL,8400656,Voerendaal,Voerendaal,Voerendaal,voerendaal,NL,stoptreinstation
475,VB,8400658,Voorburg,Voorburg,Voorburg,voorburg,NL,stoptreinstation
483,VH,8400655,Voorhout,Voorhout,Voorhout,voorhout,NL,stoptreinstation
495,VST,8400659,Voorschtn,Voorschoten,Voorschoten,voorschoten,NL,stoptreinstation
481,VEM,8400668,Voorst-E,Voorst-Empe,Voorst-Empe,voorst-empe,NL,stoptreinstation
476,VD,8400661,Vorden,Vorden,Vorden,vorden,NL,stoptreinstation
499,VZ,8400664,Vriezenvn,Vriezenveen,Vriezenveen,vriezenveen,NL,stoptreinstation
484,VHP,8400666,Vroomshoop,Vroomshoop,Vroomshoop,vroomshoop,NL,stoptreinstation
482,VG,8400667,Vught,Vught,Vught,vught,NL,stoptreinstation
500,WAD,8400675,Waddinxvn,Waddinxveen,Waddinxveen,waddinxveen,NL,stoptreinstation
501,WADN,8400674,Waddinxv N,Waddinxveen N.,Waddinxveen Noord,waddinxveen-noord,NL,stoptreinstation
