Stations,AC,ACO,AH,AHP,AHPR,AHZ,AKM,ALM,ALMB,ALMM,ALMO,ALMP,AMA,AMF,AMFGA,AMFS,AMFVA,AML,AMPO,AMR,AMRI,AMRN,ANA,APD,APDA,APDO,APG,APN,ARN,ASA,ASB,ASD,ASDL,ASDM,ASDWPL,ASDZ,ASHD,ASN,ASS,ASSP,ATN,AWH,AWHVG,BD,BDE,BDG,BDM,BDPB,BET,BF,BGN,BH,BHV,BK,BKF,BKG,BKL,BKLA,BL,BLL,BLOA,BMN,BMR,BN,BNC,BNK,BNN,BNV,BNVA,BNZ,BOT,BP,BR,BRD,BRDA,BRDVA,BRGND,BRGRO,BRN,BRNA,BRPPD,BSK,BSMZ,BTL,BV,BVHC,BZL,CAS,CK,CL,CO,CPS,CRAO,CRAW,CVM,DA,DB,DDM,DDN,DDR,DDZD,DEI,DGRW,DID,DL,DLD,DLN,DMN,DMNZ,DN,DR,DRH,DRON,DRP,DT,DTC,DTCP,DV,DVC,DVD,DVGE,DVN,DVNK,DZ,EC,ED,EDC,EGHM,EHB,EHV,EKZ,EML,EMN,EMNZ,ERP,ES,ESK,EST,FN,GBG,GD,GDG,GDM,GDR,GERP,GK,GLN,GN,GNN,GO,GP,GPDA,GR,GS,GV,GVC,GVM,GVMW,GW,GZ,HAD,HBTH,HD,HDB,HDE,HDG,HDL,HDR,HDRZ,HFD,HGL,HGLO,HGV,HGZ,HIL,HK,HKS,HLG,HLGH,HLM,HLMS,HLO,HM,HMBV,HMLA,HMLBA,HN,HNK,HNO,HNP,HON,HOR,HR,HRL,HRLW,HRN,HRT,HSAL,HT,HTDA,HTN,HTNC,HTO,HVL,HVS,HVSM,HVSP,HWD,HWZB,HZE,IJT,KBD,KBK,KFH,KFHAN,KFHAZ,KLP,KMA,KMR,KPN,KRD,KRG,KTR,KV,KW,KZ,LAA,LC,LDL,LDM,LEDN,LEK,LG,LLS,LP,LTN,LTV,LUT,LW,MAS,MBTWAN,MBTWAZ,MDA,MDB,MDK,MDO,MDSA,MES,MG,MMLH,MP,MRB,MRN,MT,MTH,MTN,MVT,MZ,NA,NDB,NH,NKK,NM,NMD,NMH,NML,NS,NSCH,NVD,NVP,NWK,O,OBD,ODB,ODS,ODZ,OMN,OST,OT,OTB,OVN,OW,OZBM,PMO,PMR,PMW,PS,PT,RAI,RAT,RB,RD,RH,RHEINE,RHN,RL,RLB,RM,RS,RSD,RSN,RSW,RTA,RTB,RTD,RTN,RTNG,RTNGO,RTNGW,RTST,RTZ,RV,RVS,RWHV,SALZBERGEN,SBG,SBK,SD,SDA,SDM,SDN,SDT,SGN,SHL,SK,SLOE,SLOHST,SM,SN,SPA,SPM,SPTN,SPTZ,SRN,SSH,ST,STD,STM,STO,STV,STZ,SWD,SWK,TB,TBG,TBGE,TBI,TBR,TBU,TG,TL,TPSW,TWL,UST,UT,UTG,UTLN,UTLR,UTM,UTO,UTOA,UTT,UTVR,UTZA,UTZL,VB,VD,VDM,VG,VGA,VH,VK,VL,VLB,VNDC,VNDW,VP,VRY,VS,VSPA,VSS,VST,VSV,VTBR,VTN,VWD,WAD,WC,WD,WDN,WF,WGMO,WGMW,WH,WK,WL,WM,WP,WS,WSM,WT,WTV,WV,WW,WZ,ZA,ZB,ZBM,ZD,ZH,ZL,ZLSH,ZLW,ZP,ZST,ZTM,ZTMO,ZV,ZVB,ZVT,ZWD,ZZS
ALMO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMP,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMA,29,28,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,92,0,0,92,0,0,43,44,46,166,0,0,0,33,40,0,37,42,0,31,0,44,35,0,44,44,73,0,0,0,0,0,0,0,125,10,0,0,0,24,24,0,57,13,0,0,97,0,0,0,17,17,0,78,0,0,63,63,63,50,41,8,7,55,0,18,0,60,61,0,0,0,24,0,56,16,18,0,0,0,32,0,0,0,0,39,0,0,7,0,34,33,0,0,58,0,0,0,0,0,57,60,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,46,44,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,69,0,125,0,0,0,0,45,0,0,0,99,101,0,0,0,0,0,0,0,55,53,0,0,0,28,26,0,0,0,0,75,0,0,0,0,0,0,138,51,50,18,19,0,8,14,15,0,0,49,0,0,0,0,63,63,63,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,31,33,49,0,0,50,31,0,0,0,0,0,0,0,0,0,93,0,0,20,0,0,0,0,0,0,0,0,0,0,54,0,0,0,39,109,0,0,0,0,0,0,39,0,0,0,72,0,0,0,0,0,0,143,0,0,63,0,0,0,82,0,59,64,65,64,61,60,62,63,63,0,0,68,138,138,0,0,0,0,4,0,0,0,0,0,0,0,0,59,0,58,57,0,0,0,0,0,24,0,0,0,0,68,0,68,92,68,68,0,0,0,52,0,18,0,17,0,0,16,16,0,17,17,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,0,0,32,88,0,33,36,0,0,0,0,28,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMF,45,29,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,97,0,0,99,0,0,43,42,46,206,0,0,0,42,45,0,41,43,0,43,0,49,40,0,45,45,112,0,0,0,0,0,0,0,123,12,0,0,0,33,26,0,67,15,0,0,106,0,0,0,16,15,0,80,0,0,88,65,65,52,42,9,8,57,0,21,0,74,62,0,0,0,39,0,66,17,19,0,0,0,33,0,0,0,0,40,0,0,9,0,38,38,0,0,72,0,0,0,0,0,58,62,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,53,50,47,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,102,0,123,0,0,0,0,46,0,0,0,106,108,0,0,0,0,0,0,0,64,63,0,0,0,30,28,0,0,0,0,77,0,0,0,0,0,0,136,69,51,29,30,0,6,16,17,0,0,56,0,0,0,0,65,65,65,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,32,34,51,0,0,52,32,0,0,0,0,0,0,0,0,0,95,0,0,22,0,0,0,0,0,0,0,0,0,0,62,0,0,0,40,117,0,0,0,0,0,0,40,0,0,0,74,0,0,0,0,0,0,141,0,0,84,0,0,0,84,0,67,78,77,72,63,62,64,82,81,0,0,70,136,136,0,0,0,0,5,0,0,0,0,0,0,0,0,57,0,71,69,0,0,0,0,0,22,0,0,0,0,91,0,69,92,96,92,0,0,0,53,0,21,0,25,0,0,18,18,0,22,19,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,35,0,0,0,28,0,0,0,0,37,92,0,34,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMFGA,29,28,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,91,0,0,92,0,0,42,43,45,165,0,0,0,33,39,0,37,42,0,31,0,43,35,0,44,44,74,0,0,0,0,0,0,0,124,11,0,0,0,25,25,0,56,13,0,0,96,0,0,0,17,16,0,78,0,0,64,64,64,51,42,7,7,56,0,18,0,59,61,0,0,0,25,0,57,16,17,0,0,0,32,0,0,0,0,38,0,0,8,0,34,33,0,0,58,0,0,0,0,0,56,60,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,47,45,31,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,70,0,124,0,0,0,0,46,0,0,0,99,101,0,0,0,0,0,0,0,55,53,0,0,0,28,27,0,0,0,0,74,0,0,0,0,0,0,137,52,51,19,20,0,7,14,15,0,0,48,0,0,0,0,64,64,64,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,33,34,49,0,0,50,31,0,0,0,0,0,0,0,0,0,94,0,0,19,0,0,0,0,0,0,0,0,0,0,55,0,0,0,39,109,0,0,0,0,0,0,40,0,0,0,73,0,0,0,0,0,0,142,0,0,64,0,0,0,81,0,59,65,66,64,62,61,63,64,64,0,0,69,137,137,0,0,0,0,4,0,0,0,0,0,0,0,0,58,0,58,57,0,0,0,0,0,23,0,0,0,0,69,0,69,93,69,69,0,0,0,52,0,18,0,18,0,0,16,17,0,18,18,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,0,0,32,87,0,33,36,0,0,0,0,27,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMFS,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMFVA,29,28,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,92,0,0,92,0,0,43,44,46,166,0,0,0,33,40,0,37,42,0,31,0,44,35,0,44,44,73,0,0,0,0,0,0,0,125,10,0,0,0,24,24,0,57,13,0,0,97,0,0,0,17,17,0,78,0,0,63,63,63,50,41,8,7,55,0,18,0,60,61,0,0,0,24,0,56,16,18,0,0,0,32,0,0,0,0,39,0,0,7,0,34,33,0,0,58,0,0,0,0,0,57,60,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,46,44,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,69,0,125,0,0,0,0,45,0,0,0,99,101,0,0,0,0,0,0,0,55,53,0,0,0,28,26,0,0,0,0,75,0,0,0,0,0,0,138,51,50,18,19,0,8,14,15,0,0,49,0,0,0,0,63,63,63,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,31,33,49,0,0,50,31,0,0,0,0,0,0,0,0,0,93,0,0,20,0,0,0,0,0,0,0,0,0,0,54,0,0,0,39,109,0,0,0,0,0,0,39,0,0,0,72,0,0,0,0,0,0,143,0,0,63,0,0,0,82,0,59,64,65,64,61,60,62,63,63,0,0,68,138,138,0,0,0,0,4,0,0,0,0,0,0,0,0,59,0,58,57,0,0,0,0,0,24,0,0,0,0,68,0,68,92,68,68,0,0,0,52,0,18,0,17,0,0,16,16,0,17,17,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,0,0,32,88,0,33,36,0,0,0,0,28,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AML,142,114,0,0,0,0,0,0,0,0,0,0,92,97,91,0,92,0,0,0,2,0,0,54,49,51,185,0,0,0,139,142,0,138,121,0,140,0,146,137,0,123,123,189,0,0,0,0,0,0,0,35,109,0,0,0,130,115,0,164,105,0,0,9,0,0,0,75,75,0,169,0,0,185,154,154,138,126,106,94,144,0,118,0,171,138,0,0,0,136,0,163,102,102,0,0,0,113,0,0,0,0,118,0,0,106,0,135,135,0,0,169,0,0,0,0,0,39,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,150,147,140,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,179,0,35,0,0,0,0,117,0,0,0,14,16,0,0,0,0,0,0,0,161,160,0,0,0,120,118,0,0,0,0,20,0,0,0,0,0,0,47,146,118,126,127,0,103,113,114,0,0,153,0,0,0,0,153,153,153,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,109,110,141,0,0,142,112,0,0,0,0,0,0,0,0,0,185,0,0,119,0,0,0,0,0,0,0,0,0,0,159,0,0,0,118,25,0,0,0,0,0,0,113,0,0,0,164,0,0,0,0,0,0,54,0,0,181,0,0,0,13,0,164,175,174,169,153,152,154,179,178,0,0,160,47,47,0,0,0,0,95,0,0,0,0,0,0,0,0,33,0,168,166,0,0,0,0,0,68,0,0,0,0,168,0,140,109,173,169,0,0,0,44,0,118,0,122,0,0,115,108,0,119,108,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,116,0,0,0,109,0,0,0,0,134,5,0,114,117,0,0,0,0,128,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPO,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMRI,144,115,0,0,0,0,0,0,0,0,0,0,92,99,92,0,92,2,0,0,0,0,0,56,49,53,187,0,0,0,141,144,0,140,122,0,142,0,148,139,0,124,124,191,0,0,0,0,0,0,0,34,111,0,0,0,132,116,0,166,105,0,0,7,0,0,0,75,76,0,170,0,0,187,154,154,138,126,108,95,144,0,120,0,173,139,0,0,0,138,0,165,102,103,0,0,0,114,0,0,0,0,119,0,0,108,0,137,137,0,0,171,0,0,0,0,0,41,37,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,152,149,142,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,181,0,34,0,0,0,0,117,0,0,0,12,14,0,0,0,0,0,0,0,163,162,0,0,0,120,119,0,0,0,0,22,0,0,0,0,0,0,47,148,118,128,129,0,105,115,116,0,0,155,0,0,0,0,153,154,154,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,109,110,141,0,0,142,113,0,0,0,0,0,0,0,0,0,186,0,0,121,0,0,0,0,0,0,0,0,0,0,161,0,0,0,119,23,0,0,0,0,0,0,113,0,0,0,164,0,0,0,0,0,0,53,0,0,183,0,0,0,15,0,166,177,176,171,153,152,154,181,180,0,0,160,47,47,0,0,0,0,96,0,0,0,0,0,0,0,0,34,0,170,168,0,0,0,0,0,69,0,0,0,0,170,0,140,108,175,171,0,0,0,46,0,120,0,124,0,0,117,109,0,121,108,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,117,0,0,0,110,0,0,0,0,136,7,0,115,117,0,0,0,0,130,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,88,67,0,0,0,0,0,0,0,0,0,0,43,43,42,0,43,54,0,0,56,0,0,0,1,3,186,0,0,0,85,88,0,84,77,0,86,0,92,83,0,79,79,152,0,0,0,0,0,0,0,82,55,0,0,0,76,67,0,110,56,0,0,63,0,0,0,26,26,0,120,0,0,131,105,105,89,77,52,46,95,0,64,0,117,95,0,0,0,82,0,109,55,55,0,0,0,68,0,0,0,0,74,0,0,52,0,81,81,0,0,115,0,0,0,0,0,15,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,96,93,90,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,142,0,82,0,0,0,0,71,0,0,0,63,65,0,0,0,0,0,0,0,107,106,0,0,0,71,69,0,0,0,0,34,0,0,0,0,0,0,95,109,73,72,73,0,49,59,60,0,0,99,0,0,0,10,103,104,104,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,61,62,91,0,0,92,67,0,0,0,0,0,0,0,0,0,136,0,0,65,0,0,0,0,0,0,0,0,0,0,105,0,0,0,74,74,0,0,0,0,0,0,66,0,0,0,114,0,0,0,0,0,0,100,0,0,127,0,0,0,41,0,110,121,120,115,104,102,104,125,124,0,0,110,95,95,0,0,0,0,46,0,0,0,0,0,0,0,0,16,0,114,112,0,0,0,0,0,19,0,0,0,0,131,0,95,85,136,132,0,0,0,10,0,64,0,68,0,0,61,59,0,65,59,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,71,0,0,0,64,0,0,0,0,80,49,0,69,72,0,0,0,0,74,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
